,yt_id,start_time,end_time,tag_strings,laughter
10209,-G5l8SuVPac,30.000,40.000,['/m/09x0r'],False
10210,2jJgC2MpOGo,30.000,40.000,['/m/09x0r'],False
10211,lOsBNoE6XKs,30.000,40.000,['/m/04rlf'],False
10212,289x_VOV0Q8,210.000,220.000,['/m/04rlf'],False
10213,Yc_7GynZebw,30.000,40.000,"['/m/01v1d8', '/m/04rlf']",False
10214,Nfol-mCP2YU,170.000,180.000,['/m/04rlf'],False
10215,TXKOv16hwts,30.000,40.000,['/m/04rlf'],False
10216,_NDlttdxQnY,30.000,40.000,['/m/09x0r'],False
10217,lsMYDTwzQug,30.000,40.000,['/m/04rlf'],False
10218,BwfscnYTNnA,0.000,10.000,['/m/01b_21'],False
10219,xvptbqgWYX8,500.000,510.000,"['/m/04rlf', '/m/09x0r']",False
10220,Y58RFiNKoKw,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10221,0KXyPvtov3g,60.000,70.000,"['/m/015y_n', '/m/04rlf']",False
10222,BuUvwLeVk68,520.000,530.000,"['/m/04rlf', '/m/07qqyl4']",False
10223,y2jDV7tFUXg,24.000,34.000,"['/m/04rlf', '/m/09x0r']",False
10224,pgzfGgpPZ0M,30.000,40.000,['/m/04rlf'],False
10225,8otfO19VlU0,0.000,10.000,"['/m/04rlf', '/t/dd00125']",False
10226,XXeqaf6aOj8,20.000,30.000,"['/m/05zppz', '/m/09x0r']",False
10227,0zmRQV84cOY,30.000,40.000,"['/m/042v_gx', '/m/04rlf']",False
10228,pafRWrilgcU,0.000,10.000,"['/m/015p6', '/m/09b5t']",False
10229,Q4bPSg5bhnQ,30.000,40.000,['/m/04rlf'],False
10230,XZt9nNQgUCg,70.000,80.000,"['/m/04rlf', '/m/053hz1']",False
10231,Td2e_9Nl9Ds,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07gxw']",False
10232,WC5b1-8rUJs,10.000,20.000,['/m/0k5j'],False
10233,t5jc6lk3l0g,10.000,20.000,"['/m/04rlf', '/m/0cfdd']",False
10234,9cG1NuKkjd4,80.000,90.000,['/m/02z32qm'],False
10235,-cD5p9onwEg,30.000,40.000,['/m/04rlf'],False
10236,0Xq6teFS5Xg,30.000,40.000,['/m/04rlf'],False
10237,-QiU_NzJMuQ,30.000,40.000,"['/m/04rlf', '/m/06bxc', '/m/0glt670']",False
10238,wO1JjDy_54E,30.000,40.000,['/m/04rlf'],False
10239,bVz_Vx4NjF4,30.000,40.000,['/m/04rlf'],False
10240,XrUMPBWldkM,20.000,30.000,"['/m/02sgy', '/m/04rlf']",False
10241,HJyt1uhrVAg,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07gxw']",False
10242,Fjv0wdvjwQ0,30.000,40.000,['/m/04rlf'],False
10243,eRKC_GIq_K8,30.000,40.000,['/m/04rlf'],False
10244,-Bu1i-MSBWA,530.000,540.000,"['/m/028v0c', '/m/04rlf']",False
10245,O9oXL9ifGVw,28.000,38.000,['/m/09x0r'],False
10246,_40qwpzxJMc,30.000,40.000,['/m/09x0r'],False
10247,wCeB-c4aJzA,10.000,20.000,"['/m/07yv9', '/m/09x0r']",False
10248,MHOcRLZB0Fc,20.000,30.000,"['/m/02cjck', '/m/04rlf']",False
10249,nPBFLS60OYk,30.000,40.000,['/m/07yv9'],False
10250,KyYpJj_WJgE,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10251,TYR7cZdWLdw,30.000,40.000,['/m/04rlf'],False
10252,n02IgP-vWZo,30.000,40.000,['/m/04rlf'],False
10253,BYXT9rqk7bQ,30.000,40.000,"['/m/04rlf', '/m/06ncr', '/m/09x0r']",False
10254,uIFq6TGZlXE,20.000,30.000,"['/m/04rlf', '/m/06bxc']",False
10255,q_ba2QHqrkA,20.000,30.000,"['/m/03qtwd', '/m/09x0r', '/t/dd00126']",False
10256,cw79q600SOw,30.000,40.000,"['/m/026t6', '/m/04rlf', '/m/04szw']",False
10257,Hywe8UEnmUQ,210.000,220.000,"['/m/04fgwm', '/m/09x0r']",False
10258,2iax8bIn0So,30.000,40.000,"['/m/02mk9', '/t/dd00066']",False
10259,-GD61bym00o,30.000,40.000,"['/m/068hy', '/m/07rc7d9', '/m/09x0r', '/m/0bt9lr']",False
10260,YKvPXjkl2Lk,30.000,40.000,"['/m/01c194', '/m/09x0r']",False
10261,Ti9SJpI5H5U,0.000,7.000,['/m/04rlf'],False
10262,3sTfZJBYo1I,18.000,28.000,['/m/09x0r'],False
10263,-v8F9YUEYQ8,80.000,90.000,['/m/0llzx'],False
10264,CBLGDXVlaB4,30.000,40.000,['/m/09x0r'],False
10265,IyxiRouLzh4,190.000,200.000,['/m/0g6b5'],False
10266,og5sGrIjh1Y,30.000,40.000,['/m/09x0r'],False
10267,ZsnRk-hfnpk,90.000,100.000,['/m/015p6'],False
10268,fw2KUOuL9Vk,80.000,90.000,['/m/09x0r'],False
10269,uwJ892C-ivg,30.000,40.000,['/m/04rlf'],False
10270,5yNTSusLfe4,30.000,40.000,"['/m/04rlf', '/m/07qv_x_']",False
10271,DwoKPQv-O5s,80.000,90.000,['/m/09x0r'],False
10272,miVVooFfKyI,19.000,29.000,['/m/07pjjrj'],False
10273,w3DBSOWAF8Q,30.000,40.000,['/m/04rlf'],False
10274,XbPlGNPzjoc,10.000,20.000,"['/m/01s0ps', '/m/04rlf', '/m/04szw']",False
10275,6bi7_fiETSY,30.000,40.000,['/m/04rlf'],False
10276,8lHRJ89H7mI,21.000,31.000,"['/m/04rlf', '/m/09x0r']",False
10277,7FxYcv4Lluw,30.000,40.000,"['/m/02qldy', '/m/05zppz', '/m/09x0r']",False
10278,4UiXr0AGQO8,20.000,30.000,"['/m/04rlf', '/m/09x0r']",False
10279,7ag2YQ1Kn2c,0.000,7.000,"['/m/02rtxlg', '/m/03qc9zr', '/m/09x0r']",False
10280,RdQ0Pyw_Xuc,0.000,5.000,"['/m/07qv_d5', '/m/0912c9']",False
10281,AG3rfH5uEwM,10.000,20.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']",False
10282,lOy_CPU3Xug,50.000,60.000,['/m/09x0r'],False
10283,PHUltEJFuA4,200.000,210.000,['/m/028v0c'],False
10284,OQdIMAfz8R4,160.000,170.000,"['/m/04rlf', '/m/06w87', '/t/dd00126']",False
10285,If034W2riGY,30.000,40.000,['/m/04rlf'],False
10286,BIGCbw4BjE4,30.000,40.000,['/m/09x0r'],False
10287,JzNn_rL9WfU,120.000,130.000,['/m/09x0r'],False
10288,S75_w9-wrqU,330.000,340.000,['/t/dd00129'],False
10289,Iz43a2UmS_I,0.000,10.000,"['/m/07k1x', '/t/dd00125']",False
10290,5lG9i1O7FUI,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10291,3EL6AiJq88Q,200.000,210.000,"['/m/04rlf', '/m/0g293']",False
10292,SpF0dZPrXUg,20.000,30.000,['/m/09x0r'],False
10293,WFK3LSCVmeE,100.000,110.000,"['/m/04rlf', '/m/04szw', '/m/0fx80y', '/t/dd00125']",False
10294,2t1liDKjf-g,30.000,40.000,"['/m/07yv9', '/m/09ct_']",False
10295,b69DdmIRnzo,380.000,390.000,"['/m/02zsn', '/m/09x0r']",False
10296,EJudk9RWsZI,0.000,10.000,"['/m/07yv9', '/t/dd00128', '/t/dd00130']",False
10297,HMiS0Up1LJs,30.000,40.000,"['/m/02x8m', '/m/04rlf', '/m/064t9', '/m/0gywn']",False
10298,mjzQRyEnrvE,30.000,40.000,['/m/07rjwbb'],False
10299,H_EKdBTTUlA,30.000,40.000,['/m/09x0r'],False
10300,BIiR6z7jsZ4,0.000,10.000,['/m/020bb7'],False
10301,9rwxide4OLA,30.000,40.000,"['/m/02cjck', '/m/04rlf', '/m/0l14gg']",False
10302,N_ndaUDV7U4,30.000,40.000,['/m/04rlf'],False
10303,1IsqIXSo4DE,30.000,40.000,['/m/09x0r'],False
10304,damq5Dtwlls,30.000,40.000,['/m/09x0r'],False
10305,Al1lum399Lw,30.000,40.000,['/m/04rlf'],False
10306,m6minXoBBNE,450.000,460.000,['/m/09x0r'],False
10307,X83diacB0rI,30.000,40.000,"['/m/03gvt', '/m/04rlf']",False
10308,i384KFFzUV4,560.000,570.000,"['/m/09x0r', '/t/dd00129']",False
10309,3gXb8hq1Vk8,25.000,35.000,"['/m/01yrx', '/m/068hy', '/m/07qrkrw', '/m/0jbk']",False
10310,XXzwUVa32iA,290.000,300.000,"['/m/07yv9', '/m/09x0r']",False
10311,1hFQTUTiMAw,28.000,38.000,['/m/09x0r'],False
10312,K4_loxI2VHY,23.000,33.000,"['/m/04rlf', '/m/09x0r']",False
10313,vFXObUYXZBU,30.000,40.000,"['/m/07qjznl', '/m/09x0r']",False
10314,dBgI6zt105U,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
10315,Ka6ftS0XDfI,0.000,10.000,"['/m/02zsn', '/m/04rlf', '/m/09x0r']",False
10316,3irN0Uwk-yA,360.000,370.000,"['/m/09x0r', '/t/dd00129']",False
10317,_BLKSJQpQ3Q,30.000,40.000,['/m/04rlf'],False
10318,pkiXKqIehhk,0.000,10.000,['/m/09x0r'],False
10319,PO-3T9-hmw8,16.000,26.000,"['/m/04rlf', '/m/07qjznl']",False
10320,FevV8L-rlt4,30.000,40.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j']",False
10321,sY3D6eWI5RE,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10322,6LitSef6fLo,30.000,40.000,['/m/09x0r'],False
10323,KjHcT7sHGQ0,30.000,40.000,"['/m/04rlf', '/m/07pkxdp']",False
10324,ruSswVBkXTo,30.000,40.000,"['/m/04rlf', '/m/0l14md']",False
10325,E18AZTBKDBY,10.000,20.000,"['/m/03fwl', '/m/09x0r', '/m/0jbk']",False
10326,Yrfw8IjBNCs,30.000,40.000,['/m/09x0r'],False
10327,EwESIDAYQHI,7.000,17.000,"['/m/02lkt', '/m/04rlf', '/m/07gxw', '/m/09x0r']",False
10328,EZ8c89V4YwY,380.000,390.000,"['/m/07y_7', '/m/0d8_n', '/m/0l14_3']",False
10329,tDfLZnIG-70,0.000,10.000,"['/m/02lkt', '/m/04rlf']",False
10330,cRXDzScHCEA,27.000,37.000,['/m/09x0r'],False
10331,6MCu52dQQWA,550.000,560.000,"['/m/01kcd', '/m/07gql']",False
10332,GgyFkCRnj4A,30.000,40.000,"['/m/04rlf', '/m/07sbbz2']",False
10333,maoZ7fjOP5s,30.000,40.000,['/m/09x0r'],False
10334,qQDQcWO1EZI,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10335,SAUiDaGniVM,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10336,ex04g6w61p0,530.000,540.000,"['/m/012f08', '/m/07yv9', '/t/dd00066']",False
10337,vffzLRKyCUE,30.000,40.000,['/m/09x0r'],False
10338,cd1FkA4V_ow,130.000,140.000,"['/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
10339,UKpgWqEcDjE,14.000,24.000,"['/m/04rlf', '/m/09x0r']",False
10340,ZYIZdpN8TN4,30.000,40.000,['/m/09x0r'],False
10341,C7VxgdEMKcA,40.000,50.000,"['/m/018w8', '/m/09x0r']",False
10342,EcDT7lA33_U,550.000,560.000,"['/m/07qqyl4', '/m/09x0r']",False
10343,TCEgR5gciqI,110.000,120.000,['/m/09x0r'],False
10344,-Xe7ZHpJENw,0.000,10.000,"['/m/068zj', '/m/09x0r', '/m/0jbk']",False
10345,-d0ExEW6zSE,30.000,40.000,"['/m/04rlf', '/m/0l14gg']",False
10346,1sGGKVG9_MA,90.000,100.000,"['/m/04rlf', '/m/06rqw']",False
10347,5zIr5NxqBk4,30.000,40.000,"['/m/04rlf', '/t/dd00004']",False
10348,1MRxsCy-5t0,30.000,40.000,['/m/09x0r'],False
10349,enFGBVcHISQ,430.000,440.000,"['/m/09x0r', '/t/dd00125']",False
10350,3-VuODC2Iek,30.000,40.000,['/m/04rlf'],False
10351,D29QSnpph0w,110.000,120.000,"['/m/04rlf', '/m/07s72n']",False
10352,TgHZMjaD91k,30.000,40.000,"['/m/09x0r', '/t/dd00128']",False
10353,6jIkiTjuvuU,30.000,40.000,"['/m/04rlf', '/t/dd00003']",False
10354,u0GsQu0rsqc,0.000,10.000,['/m/02sgy'],False
10355,tFJsgMz2BY4,30.000,40.000,['/m/09x0r'],False
10356,o4xBPl4awQw,400.000,410.000,['/m/09x0r'],False
10357,cc0f0W9mePw,30.000,40.000,['/m/04rlf'],False
10358,Z9KTH-AHErU,0.000,10.000,['/m/09x0r'],False
10359,L2YYVyTqih8,30.000,40.000,['/m/09x0r'],False
10360,P87l-rQO-3U,160.000,170.000,['/m/04rlf'],False
10361,-2gekMGicLA,30.000,40.000,"['/m/07yv9', '/m/09x0r']",False
10362,ejtkUgH87OA,420.000,430.000,"['/m/04rlf', '/m/07lnk']",False
10363,_uZVeg_1x3o,170.000,180.000,"['/m/09x0r', '/m/0g6b5']",False
10364,foBrklJQS_U,30.000,40.000,['/m/04rlf'],False
10365,-056FPxXTmI,30.000,40.000,['/m/04rlf'],False
10366,kRrw2vfqKr8,30.000,40.000,"['/m/015p6', '/m/09x0r', '/m/0h0rv', '/t/dd00129']",False
10367,A4-19XyBIe0,29.000,39.000,['/m/09x0r'],False
10368,baZ0MQQ6zr4,30.000,40.000,"['/m/02x8m', '/m/04rlf']",False
10369,Ri1HRj6zV1A,60.000,70.000,"['/m/04rlf', '/m/05tny_', '/m/068hy', '/m/0bt9lr', '/m/0jbk']",False
10370,izURUllObPs,80.000,90.000,"['/m/04rlf', '/m/05lls', '/m/05pd6', '/m/0ggq0m']",False
10371,U4OfvQBbbnM,520.000,530.000,"['/m/02lkt', '/m/04rlf', '/m/07lnk']",False
10372,2gm5c3qzqWI,30.000,40.000,['/m/09x0r'],False
10373,3AV6RQn7HZc,30.000,40.000,"['/m/02v2lh', '/m/04rlf']",False
10374,9fFF8i61ajM,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07gxw']",False
10375,xFUdtveIOFM,0.000,10.000,"['/m/04rlf', '/m/09x0r', '/t/dd00127']",False
10376,LWbQFsaFZMY,140.000,150.000,"['/m/013y1f', '/m/04rlf', '/m/04szw', '/m/0ggq0m']",False
10377,7V-PV1Ckh_0,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10378,67Db9hLnrHQ,30.000,40.000,['/m/09x0r'],False
10379,BJkKRlz4XnA,50.000,60.000,['/t/dd00128'],False
10380,2XgOyAQSwi4,30.000,40.000,['/m/04rlf'],False
10381,Mxs1GXLc96g,30.000,40.000,"['/m/019jd', '/m/056ks2']",False
10382,7FPcBSZff00,30.000,40.000,['/m/07r04'],False
10383,HZuEdwYLx-Y,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10384,KyEkLHvwj3U,460.000,470.000,"['/m/015lz1', '/m/04rlf', '/m/04szw']",False
10385,wZByaMzswUY,30.000,40.000,['/m/04rlf'],False
10386,Ei7D7SYngoU,30.000,40.000,"['/m/04rlf', '/m/04szw']",False
10387,2s72OYes414,30.000,40.000,['/m/09x0r'],False
10388,5OsHAfKooGI,70.000,80.000,['/m/09x0r'],False
10389,Sj5fgmnuFVI,30.000,40.000,['/m/04rlf'],False
10390,DjGMNNR8l38,30.000,40.000,"['/m/04rlf', '/m/07yv9', '/m/09x0r']",False
10391,EgnLWxbZXY4,500.000,510.000,"['/m/09x0r', '/t/dd00128']",False
10392,kF0i1cTJnzw,40.000,50.000,['/m/04rlf'],False
10393,jm3tYs0SDWM,21.000,31.000,['/m/01w250'],False
10394,EU8orDKDQD8,10.000,20.000,"['/m/07yv9', '/m/0k4j']",False
10395,GY5yLh5dgRU,90.000,100.000,"['/m/011k_j', '/m/04rlf', '/m/09x0r']",False
10396,fi1jY_0e1xQ,160.000,170.000,"['/m/02l6bg', '/t/dd00128']",False
10397,1d3AIrCCchs,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10398,6VOGh4bSIf0,50.000,60.000,"['/m/02cjck', '/m/04rlf']",False
10399,LoOJdwufY2c,180.000,190.000,['/m/03kmc9'],False
10400,U_wS9UUT6T4,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10401,sOcb32SRpLU,30.000,40.000,['/m/04rlf'],False
10402,bqXiOcdJW8Y,29.000,39.000,['/m/09x0r'],False
10403,r05PedyRm-U,30.000,40.000,['/m/04rlf'],False
10404,JEMNjfpUEdU,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10405,1hBGxzI9DlY,30.000,40.000,['/m/09x0r'],False
10406,zzX2tURtVis,30.000,40.000,['/m/04rlf'],False
10407,bRd9S-mF_Ko,240.000,250.000,"['/m/015lz1', '/m/04rlf', '/t/dd00125']",False
10408,O2vszWprAqo,20.000,30.000,"['/m/02bxd', '/m/04rlf']",False
10409,0lSXEBjnsck,17.000,27.000,['/m/09x0r'],False
10410,fqhXwgBtAVI,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10411,yd70QURKkZ4,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10412,4yCrHQV7bJ8,30.000,40.000,['/m/09x0r'],False
10413,RiMMMhFYQcQ,330.000,340.000,"['/m/034srq', '/m/04rlf', '/m/09x0r']",False
10414,26vPJUZsows,30.000,40.000,"['/m/07yv9', '/m/0k4j']",False
10415,--WDcV2eTXE,30.000,40.000,"['/m/04rlf', '/m/0l14gg']",False
10416,0fAR2bBvdPA,30.000,40.000,"['/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/07s0s5r', '/m/0fx80y']",False
10417,xmsySowMAJw,30.000,40.000,['/m/04rlf'],False
10418,DDI3r6k9gzE,30.000,40.000,['/m/09x0r'],False
10419,_2O-5RbQStA,30.000,40.000,['/m/09x0r'],False
10420,VPPqLvCouGw,30.000,40.000,['/m/04rlf'],False
10421,qXT9rFlQ-Aw,100.000,110.000,"['/m/04rlf', '/m/09x0r']",False
10422,72ep6eGsACE,30.000,40.000,"['/m/07yv9', '/m/09x0r', '/m/0k4j']",False
10423,37JXqAL3c9Y,0.000,10.000,"['/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0ghcn6', '/m/0jbk', '/t/dd00136']",False
10424,GXMGksflLnw,30.000,40.000,"['/m/03lty', '/m/04rlf']",False
10425,H6FGIHCkmTc,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10426,iasP05iLGIw,480.000,490.000,['/m/04rlf'],False
10427,R3T-Obkflbs,420.000,430.000,"['/m/09x0r', '/m/0g6b5']",False
10428,R4PGZCvUyKI,30.000,40.000,['/m/09x0r'],False
10429,leOd2fUGMSA,30.000,40.000,['/m/04rlf'],False
10430,0Sksa0bAJtU,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
10431,5GXx9cHlx7o,30.000,40.000,['/m/04rlf'],False
10432,mMefrXUnbP8,70.000,80.000,"['/m/019jd', '/m/03m9d0z', '/m/06q74', '/t/dd00092']",False
10433,lkWv2qvO6FQ,60.000,70.000,['/m/09x0r'],False
10434,q9en2pRVsy0,100.000,110.000,"['/m/025td0t', '/m/04rlf', '/m/06ncr']",False
10435,YScLjCfKx5c,70.000,80.000,"['/m/07yv9', '/m/0k4j', '/t/dd00128']",False
10436,3zkK4npBAEo,180.000,190.000,"['/m/02p01q', '/m/07pdjhy', '/m/083vt']",False
10437,AHFHb3PHyqs,30.000,40.000,['/m/04rlf'],False
10438,-o54F9_ovN4,30.000,40.000,"['/m/02rlv9', '/m/09x0r']",False
10439,ksFZI9GU53g,10.000,20.000,['/m/09x0r'],False
10440,n6Ux5sTKCGQ,20.000,30.000,"['/m/05zppz', '/m/09x0r']",False
10441,z_FB-8zzWyY,100.000,110.000,"['/m/015lz1', '/m/02hnl', '/m/04rlf', '/m/04szw', '/m/0g293', '/m/0ln16']",False
10442,5-fbh-35UJU,30.000,40.000,['/m/04rlf'],False
10443,5FrO8xmQT6k,30.000,40.000,"['/m/03_d0', '/m/04rlf']",False
10444,mre8qyi-RPI,18.000,28.000,"['/m/015p6', '/m/07r_25d', '/m/0jbk']",False
10445,IrZzQFZBTDA,10.000,20.000,"['/m/04rlf', '/m/09x0r']",False
10446,cBqYxd2ySXc,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10447,sDKFO_TpxFo,250.000,260.000,['/m/09x0r'],False
10448,mNWir3CwUrU,50.000,60.000,"['/m/04rlf', '/m/06bxc', '/m/0glt670']",False
10449,vLaXZJZjAMI,30.000,40.000,"['/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/07s0s5r', '/m/09x0r', '/m/0fx80y']",False
10450,jDB2AYOeVOE,30.000,40.000,"['/m/015p6', '/m/020bb7', '/m/07r_25d', '/m/0h0rv']",False
10451,YhDD0uVHhlg,30.000,40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07yv9', '/m/0k4j', '/t/dd00066']",False
10452,YJymW3Rf3pc,30.000,40.000,['/m/04rlf'],False
10453,GgMDYzP1jnQ,30.000,40.000,"['/m/07y_7', '/m/0l14_3']",False
10454,0ZU1XI8HXl8,30.000,40.000,"['/m/02qldy', '/m/05zppz', '/m/09x0r']",False
10455,TR6UChuJrUM,30.000,40.000,"['/m/04rlf', '/m/07qlf79', '/m/09x0r']",False
10456,32nP9OELH9U,30.000,40.000,['/m/09x0r'],False
10457,5WaXasX-ABo,280.000,290.000,['/m/09x0r'],False
10458,P3f2wBZwIk8,170.000,180.000,"['/m/09x0r', '/t/dd00128']",False
10459,ApmPPY8R-7o,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10460,SctB7sltEqw,30.000,40.000,['/m/04rlf'],False
10461,EezGnSpoxQw,30.000,40.000,"['/m/06mb1', '/m/0jb2l', '/m/0ngt1', '/t/dd00038']",False
10462,09JwC8hScME,30.000,40.000,"['/m/04rlf', '/m/06j6l']",False
10463,VN_mHMrLy0M,80.000,90.000,"['/m/01yg9g', '/m/07yv9']",False
10464,0nDIy633iNo,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10465,DFxmONcRQTo,30.000,40.000,['/m/04rlf'],False
10466,_QPB9e3yrN4,0.000,10.000,"['/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
10467,_aCDjhaKXmc,30.000,40.000,"['/m/04rlf', '/m/09x0r', '/t/dd00125']",False
10468,nLBbG4S6qWk,9.000,19.000,"['/m/04rlf', '/m/07sr1lc', '/m/09x0r']",False
10469,jYSpw6lahns,30.000,40.000,['/m/09x0r'],False
10470,2jGqW2REJrI,30.000,40.000,['/m/07swgks'],False
10471,OXQwx1EolD8,9.000,19.000,"['/m/04rlf', '/m/09x0r']",False
10472,28FYJPSylAE,30.000,40.000,['/m/04rlf'],False
10473,3RGE7rFIiyk,23.000,33.000,['/m/09x0r'],False
10474,KnC-aLfz0tE,30.000,40.000,"['/m/09x0r', '/t/dd00129']",False
10475,B1UgHQQ2NT4,0.000,5.000,"['/m/04rlf', '/m/04szw', '/m/0dwtp']",False
10476,Lcfp6iG8U2k,20.000,30.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']",False
10477,NKnbuf6070k,30.000,40.000,"['/m/04rlf', '/m/05pd6']",False
10478,jVD5igQl9hY,130.000,140.000,"['/m/04rlf', '/m/05rwpb']",False
10479,yy87om-TI-c,470.000,480.000,['/m/04rlf'],False
10480,NDWl2xZYapY,30.000,40.000,['/m/09x0r'],False
10481,Hhi0x5grpUo,30.000,40.000,['/m/09x0r'],False
10482,AwjrPqo2q_o,30.000,40.000,['/m/09x0r'],False
10483,ozj88YKVlOk,50.000,60.000,"['/m/07yv9', '/m/09x0r', '/m/0k4j', '/m/0ltv']",False
10484,icihagKnZFQ,8.000,18.000,['/m/04rlf'],False
10485,nHdQxGYHiMg,30.000,40.000,"['/m/04rlf', '/t/dd00035']",False
10486,8Po8FoWK1sU,30.000,40.000,"['/m/09x0r', '/t/dd00128']",False
10487,8UGMYGIn2ys,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10488,9P_fOmJkXA4,23.000,33.000,"['/m/04rlf', '/m/09x0r']",False
10489,4GFM3r7p5dg,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10490,ZxqtgiHa_AM,270.000,280.000,"['/m/04rlf', '/t/dd00126']",False
10491,FkG8G55o8X4,30.000,40.000,['/m/04rlf'],False
10492,9qoU2zOalfg,120.000,130.000,"['/m/04rlf', '/m/0l156b']",False
10493,x7vCdu0x-9E,10.000,20.000,"['/m/03xq_f', '/m/04rlf', '/m/04szw', '/m/05148p4', '/m/05r5c']",False
10494,JRNRhsFcrsg,100.000,110.000,"['/m/015lz1', '/m/05lls']",False
10495,IowJ9zq0fS8,30.000,40.000,['/m/04rlf'],False
10496,44e88qqcct0,30.000,40.000,"['/m/04rlf', '/m/09x0r', '/t/dd00004', '/t/dd00005']",False
10497,rE95WoWgZL8,30.000,40.000,['/m/09x0r'],False
10498,334KB2ykTfk,19.000,29.000,['/m/09x0r'],False
10499,7PgK94TJfWc,30.000,40.000,['/m/04rlf'],False
10500,UPJJA-A-7F0,30.000,40.000,['/m/04rlf'],False
10501,5wM_QrePQNo,10.000,20.000,"['/m/04rlf', '/m/04szw', '/m/0dwsp', '/m/0l14md']",False
10502,6ezGLg_TvQ4,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10503,7BY29ljne1Y,170.000,180.000,['/m/07rcgpl'],False
10504,MSIoHT0Bpn8,30.000,40.000,['/m/09x0r'],False
10505,0wYr1j1s2UA,30.000,40.000,['/m/09x0r'],False
10506,Hqu8pmH8jAs,30.000,40.000,['/m/04rlf'],False
10507,qomU19HqjKk,40.000,50.000,"['/m/015p6', '/m/09x0r', '/t/dd00129']",False
10508,nQ9S2i4ULZM,30.000,40.000,['/m/07pbtc8'],False
10509,f7myTAuQQXI,110.000,120.000,['/m/09x0r'],False
10510,2o2FCjYo3b0,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10511,4DRbuBxbm2k,30.000,40.000,"['/m/04rlf', '/m/09x0r', '/m/0l14gg']",False
10512,sfpuiDqDsFw,6.000,16.000,['/m/05x_td'],False
10513,NxQIb8YOSW0,40.000,50.000,['/m/09x0r'],False
10514,_P3MJu3l11M,30.000,40.000,"['/m/026t6', '/m/02hnl', '/m/04rlf', '/m/04szw']",False
10515,WUNIYiNA8uM,450.000,460.000,['/m/07yv9'],False
10516,APbBTPrbNeg,30.000,40.000,['/m/09x0r'],False
10517,s1FEYBtEI6M,220.000,230.000,"['/m/04rlf', '/m/09x0r', '/t/dd00126']",False
10518,uMBL7FecW6s,8.000,18.000,['/m/09x0r'],False
10519,kZBOOL0kBA4,10.000,20.000,"['/m/04rlf', '/m/09x0r']",False
10520,IP1h4nH6lrs,1.000,11.000,['/m/09x0r'],False
10521,2a2JhXsZIq4,12.000,22.000,"['/m/06bz3', '/m/09x0r']",False
10522,SXjUu3e5h8Q,30.000,40.000,['/m/09x0r'],False
10523,EvTmP__1kAo,80.000,90.000,['/m/09x0r'],False
10524,az-S4jxa2Ds,50.000,60.000,"['/m/03vt0', '/m/07r4gkf', '/m/09xqv']",False
10525,1GQEhoupE70,200.000,210.000,"['/m/04rlf', '/m/09x0r', '/t/dd00126']",False
10526,O6QVGpXBrqg,190.000,200.000,"['/m/03k3r', '/m/07rv9rh', '/m/0jbk', '/t/dd00129']",False
10527,RztnuW93Vvk,6.000,16.000,"['/m/09x0r', '/t/dd00067']",False
10528,8B-O1QaSwZc,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
10529,7p1SwP-wmec,80.000,90.000,"['/m/026t6', '/m/03t3fj', '/m/04rlf']",False
